date,code,EP,z_EP,SIZE,z_SIZE,MOM60,z_MOM60,REV5,z_REV5,VOL20,z_VOL20,TURN,z_TURN,ROE,z_ROE,GROW,z_GROW,next_return
2020-01-31,000112,0.081042,0.705502,20.972552,-1.490559,0.029421,0.552561,-0.060087,-1.264909,-0.247612,0.777027,-0.042234,0.310629,0.211559,1.261439,0.150000,-0.377964,-0.084173
2020-01-31,000113,0.010469,-1.223523,21.796684,-0.445371,0.080291,1.100222,0.063632,1.341500,-0.479332,-0.284367,-0.027072,0.934344,0.070002,-1.445669,0.150000,-0.377964,0.392320
2020-01-31,000114,0.031762,-0.641502,22.885352,0.935310,-0.125551,-1.115847,0.038953,0.821582,-0.405627,0.053239,-0.056061,-0.258158,0.110510,-0.671003,0.150000,-0.377964,0.045630
2020-01-31,000115,0.017323,-1.036172,21.805314,-0.434426,0.212147,2.519771,-0.112491,-2.368908,-0.722726,-1.399232,-0.064417,-0.601920,0.120143,-0.486776,0.150000,-0.377964,0.029522
2020-01-31,000116,0.016471,-1.059475,23.073725,1.174211,0.119608,1.523506,-0.011195,-0.234892,-1.005080,-2.692556,-0.018368,1.292369,0.091139,-1.041453,0.150000,-0.377964,-0.002885
2020-01-31,000117,0.034681,-0.561717,22.442727,0.373961,-0.081698,-0.643732,0.023955,0.505618,-0.270633,0.671580,-0.043140,0.273366,0.116501,-0.556437,0.150000,-0.377964,0.013901
2020-01-31,000118,0.095625,1.104130,22.271210,0.156438,-0.238939,-2.336565,-0.003822,-0.079572,-0.862523,-2.039575,-0.053633,-0.158279,0.193685,0.919617,0.150000,-0.377964,0.322732
2020-01-31,000119,0.009400,-1.252752,22.222385,0.094516,-0.115229,-1.004714,0.010372,0.219458,-0.665037,-1.134986,-0.047980,0.074245,0.062643,-1.586408,0.150000,-0.377964,0.024273
2020-01-31,000120,0.137030,2.235877,22.320867,0.219413,-0.014283,0.082051,-0.003125,-0.064893,-0.398778,0.084613,-0.065579,-0.649716,0.208891,1.210425,0.150000,-0.377964,0.145165
2020-01-31,000121,0.134547,2.168016,21.950014,-0.250912,-0.124175,-1.101034,0.057465,1.211580,-0.476106,-0.269588,-0.033456,0.671696,0.214179,1.311541,0.150000,-0.377964,0.114511
2020-01-31,000122,0.054349,-0.024100,21.990929,-0.199023,0.212034,2.518550,-0.055909,-1.176903,-0.517178,-0.457718,-0.064291,-0.596716,0.127007,-0.355516,0.150000,-0.377964,-0.177244
2020-01-31,000123,0.027121,-0.768367,20.759635,-1.760587,-0.045363,-0.252553,-0.006522,-0.136457,-0.176649,1.102076,-0.081645,-1.310608,0.087650,-1.108170,0.150000,-0.377964,-0.024237
2020-01-31,000124,0.060457,0.142841,22.076132,-0.090966,-0.044418,-0.242381,0.021324,0.450182,-0.266735,0.689436,-0.038734,0.454584,0.168151,0.431320,0.150000,-0.377964,0.100559
2020-01-31,000125,0.045676,-0.261175,21.498770,-0.823194,-0.007331,0.156902,0.017670,0.373206,-0.221137,0.898296,-0.066692,-0.695494,0.081541,-1.225002,0.150000,-0.377964,0.337889
2020-01-31,000126,0.059709,-0.143016,21.752400,-0.311672,-0.164118,-2.059884,0.080383,2.018104,-0.240109,0.890937,-0.053852,0.157484,0.125685,-0.583483,0.150000,-0.377964,0.053383
2020-01-31,000127,0.179029,2.905537,21.055450,-1.195564,-0.030028,-0.616286,0.024082,0.832012,-0.168340,1.219675,-0.049118,0.352230,0.232517,1.459553,0.150000,-0.377964,0.139819
2020-01-31,000128,0.084689,0.539807,21.645414,-0.447355,0.136631,1.177939,-0.022435,-0.147960,-0.535827,-0.463598,-0.023529,1.404854,0.239184,1.587040,0.150000,-0.377964,0.320384
2020-01-31,000129,0.091875,0.736208,20.858166,-1.445766,-0.092813,-1.292230,-0.075111,-1.257705,-0.273250,0.739138,-0.106838,-2.022178,0.198979,0.818170,0.150000,-0.377964,0.241713
2020-01-31,000130,0.026570,-1.048828,22.139674,0.179480,0.068444,0.443851,-0.054673,-0.827121,-0.331831,0.470807,-0.110286,-2.163984,0.115973,-0.769222,0.150000,-0.377964,0.199224
2020-01-31,000131,0.047315,-0.481773,22.545397,0.694030,0.163941,1.471957,0.032119,1.001329,-1.151512,-3.283743,-0.045166,0.514807,0.183780,0.527503,0.150000,-0.377964,0.013748
2020-01-31,000132,0.056731,-0.224399,22.442628,0.563696,0.116369,0.959801,-0.071406,-1.179639,-0.180963,1.161856,-0.058526,-0.034797,0.186973,0.588574,0.150000,-0.377964,0.033794
2020-01-31,000133,0.046632,-0.500448,23.304212,1.656382,-0.064596,-0.988448,0.016206,0.666086,-0.429049,0.025499,-0.022956,1.428422,0.129812,-0.504577,0.150000,-0.377964,-0.083960
2020-01-31,000134,0.073139,0.224087,22.690448,0.877989,0.039207,0.129088,-0.026767,-0.239221,-0.219332,0.986107,-0.079020,-0.877833,0.175360,0.366485,0.150000,-0.377964,-0.011585
